delta_call,delta_put,weeks,equity_final,cagr,sharpe_w,max_dd,calmar,win_rate,usd_final,bh_final,max_dd_usd
0.35,0.15,208,2.178655463035281,0.2149184820912593,2.928590939894372,-0.1098528893958639,1.956420839480907,0.8413461538461539,3.3275378445969714,1.5273355062581035,-0.09525083433856629
0.35,0.2,208,2.384159462686342,0.2426070831778775,3.094374268466435,-0.10751066809476229,2.256586136773313,0.8317307692307693,3.641411399942091,1.5273355062581035,-0.10034557182846582
0.35,0.25,208,2.64125331042912,0.274830700441135,3.2423159238348065,-0.10751066809476229,2.5563109718460044,0.8173076923076923,4.034079962040156,1.5273355062581035,-0.10709426079302764
0.35,0.3,208,2.936701906703883,0.30907631807320035,3.419751209574762,-0.10229575620910869,3.021399220524843,0.8221153846153846,4.48532909340471,1.5273355062581035,-0.10709426079302764
0.35,0.35,208,3.153500814369825,0.3325951762564219,3.4343684636286946,-0.1022957562091088,3.251309620083793,0.8125,4.816453762800881,1.5273355062581035,-0.1115134406383469
0.35,0.4,208,3.508208091870376,0.36858361584804067,3.6144726891261434,-0.09618323082624514,3.8320985132417356,0.8173076923076923,5.358210782055624,1.5273355062581035,-0.11500081683596897
0.35,0.45,208,3.6530300072877844,0.382494174345692,3.483251404957433,-0.09618323082624503,3.9767241239449276,0.8173076923076923,5.579402435556938,1.5273355062581035,-0.11500081683596897
0.35,0.5,208,4.000397476815562,0.41424869338297543,3.5815320450104093,-0.09281934598147246,4.462956391285746,0.8125,6.109949105485745,1.5273355062581035,-0.11941999668128811
0.35,0.55,208,4.437401204560674,0.4513834756674431,3.7775047183131574,-0.08479629355772755,5.323151009662357,0.8028846153846154,6.777400415237991,1.5273355062581035,-0.11941999668128811
0.35,0.6,208,4.689287474714063,0.4715557310949954,3.665729336197567,-0.08479629355772766,5.5610417780108445,0.7788461538461539,7.162115259182184,1.5273355062581035,-0.13135164520443654
0.4,0.05,208,1.9445578799756902,0.18087850830695906,2.607364639659844,-0.1127665001697794,1.6040092406400068,0.8125,2.969992294060856,1.5273355062581035,-0.06745239783417978
0.4,0.1,208,2.0343867757730028,0.19428610918568445,2.6331275046812577,-0.11111178508709918,1.7485643762575314,0.8076923076923077,3.107191156100056,1.5273355062581035,-0.0839668812627794
0.4,0.15,208,2.2306352652491612,0.22210111680601963,2.8004096894693427,-0.1098528893958639,2.0218049614121667,0.8173076923076923,3.4069284421265023,1.5273355062581035,-0.09525083433856629
0.4,0.2,208,2.4414277878778856,0.2500027568392491,2.9929738245873545,-0.10751066809476229,2.3253762744632107,0.8221153846153846,3.728879346391069,1.5273355062581035,-0.10034557182846571
0.4,0.25,208,2.704783526118864,0.28242840307980166,3.154327013354111,-0.10751066809476229,2.626980262376037,0.8076923076923077,4.131111916183339,1.5273355062581035,-0.10709426079302786
0.4,0.3,208,3.0073892735043395,0.31688366805986545,3.3380953203499493,-0.10229575620910858,3.0977205683108253,0.8076923076923077,4.593292418562948,1.5273355062581035,-0.10709426079302775
0.4,0.35,208,3.2296087675871608,0.3405637726330706,3.3723430811873136,-0.10229575620910869,3.3292072443054668,0.7980769230769231,4.93269614205835,1.5273355062581035,-0.11151344063834678
0.4,0.4,208,3.5934274942031537,0.37682017616478514,3.5702675316325396,-0.09618323082624503,3.9177325707171415,0.8076923076923077,5.488369401060576,1.5273355062581035,-0.11500081683596897
0.4,0.45,208,3.7422899078296337,0.39086300963144116,3.4654507377310195,-0.09618323082624491,4.063733420824005,0.8028846153846154,5.715732250939576,1.5273355062581035,-0.11500081683596897
0.4,0.5,208,4.099818926519173,0.4229550097346453,3.6035307358290436,-0.09281934598147235,4.556754901279645,0.8076923076923077,6.2617990157017065,1.5273355062581035,-0.11941999668128811
